(中台灣排除6都)公司登記資料-A農、林、漁、牧業,['108351']
中華民國信託業商業同業公會金錢之信託(不含投信、期信基金保管)業務統計,['14124']
中華民國信託業商業同業公會金錢之信託-員工福利信託業務統計,['15225']
中華民國信託業商業同業公會金錢之信託-期貨信託基金保管業務統計,['14126']
中華民國信託業商業同業公會金錢之信託-特定金錢信託投資國內券商結構型商品業務統計,['15224']
中華民國信託業商業同業公會金錢之信託-特定金錢信託投資國內有價證券業務統計,['15223']
中華民國信託業商業同業公會金錢之信託-特定金錢信託投資國外有價證券業務統計,['15222']
中華民國信託業商業同業公會金錢之信託-證券投資信託基金保管業務統計,['14125']
中華民國信託業商業同業公會金錢債權及其擔保物權之信託業務統計,['14127']
中華民國刑法資料集,['55550']
中華民國台灣半導體產業協會申請對自美國進口之動態隨機存取記憶體課徵反傾銷稅暨臨時反傾銷稅案產業損害初步調查公開資料,['22966']
中華民國台灣半導體產業協會申請對自美國進口之動態隨機存取記憶體課徵反傾銷稅暨臨時反傾銷稅案產業損害最後調查公開資料,['22970']
中華民國國家標準分類目錄,['16685']
中華民國國民適用以免簽證或落地簽證前往之國家或地區,['30749']
中華民國外交及國際事務學院單位決算,"['21329', '27965', '43562', '100102', '117723']"
中華民國外交及國際事務學院單位法定預算,"['43564', '86817', '100103']"
中華民國外交及國際事務學院單位預算,"['21331', '27966']"
中華民國外交部外交及國際事務學院單位概算,['31983']
中華民國外交部外交及國際事務學院單位預算書,"['35640', '76498']"
中華民國外交部外交及國際事務學院會計報告,"['27894', '43217', '86818', '100150', '118408']"
中華民國廚師證書資料集,['9009']
中華民國建國1百年 非政府組織國際參與成果彙編,['34221']
中華民國忠烈將士資料,['26417']
中華民國政府行政機關辦公日曆表,['14718']
中華民國會計報告,"['24751', '24752', '26180', '27893']"
中華民國期國防總檢討,['13255']
中華民國法務部有關廢除死刑之政策,['70604']
中華民國燈表,['15965']
中華民國犯罪狀況及其分析-2014犯罪趨勢關鍵報告,['26263']
中華民國票券金融商業同業公會公會年報,['15385']
中華民國票券金融商業同業公會會員公司介紹,['17181']
中華民國票券金融商業同業公會業務統計歷年業務統計-債券交易量,['14273']
中華民國票券金融商業同業公會業務統計歷年業務統計-政府債券發行,['14272']
中華民國票券金融商業同業公會業務統計歷年業務統計-票券初級市場,['14270']
中華民國票券金融商業同業公會業務統計歷年業務統計-票券次級市場,['14271']
中華民國票券金融商業同業公會標售不良債權公告,['11690']
中華民國票券金融商業同業公會財經指標-我國金融暨經濟發展重要指標,['14269']
中華民國票券金融商業同業公會貨幣市場利率統計表,['15806']
中華民國科學技術白皮書,['40199']
中華民國簽證介紹,['30750']
中華民國行憲後歷任院長任期內大事紀,['8039']
中華民國財政,['22860']
中華民國銀行公會符合使用輪椅民眾之ATM設置地點調查表,['73188']
中華民國銀行公會符合視障民眾使用之ATM設置地點調查表,['73189']
中華民國駐外單位聯合網站最新消息,['30099']
中華民國駐外單位聯合網站活動訊息,['5956']
中華職棒大聯盟歷年比賽場次,['11273']
中華職棒大聯盟歷年現場觀眾總人次、平均單場人次,['11284']
中華臺北經商便利行動計畫之規劃與說明,['39504']
中華航空事業發展基金會決算,['10520']
中華航空事業發展基金會預算,['10534']
中華郵政全國營業據點,['5950']
中華郵政全球資訊網資料集盤點清單,['27642']
中華郵政公司儲匯處資產負債統計表,['10763']
中華郵政服務顧客滿意度調查報告,['35861']
中華郵政股份有限公司 補(捐)助、政策宣導廣告等支出,['44669']
中華郵政股份有限公司(郵政資金運用配置表),['35791']
中華郵政股份有限公司會計月報,['24175']
中華郵政股份有限公司決算主要表,"['34536', '52900', '85211', '99152', '117461']"
中華郵政股份有限公司法定預算主要表,"['18232', '43688', '89254', '113943']"
中華郵政股份有限公司設置條例,['27771']
中華郵政股份有限公司辦理公務機關查詢及解繳扣押款作業收費標準一覽表,['11026']
中華郵政股份有限公司集郵業務概況,['35860']
中華郵政股份有限公司預算主要表,['89429']
中華郵政股份有限公司預算案主要書表,['107479']
中華郵政股份有限公司預算案主要表,"['20699', '33741']"
中華顧問工程司決算,['10515']
中華顧問工程司預算,['10527']
中藥用藥品項檔-單方,['39247']
中藥用藥品項檔-複方,['39248']
中藥藥品許可證查詢,['8578']
中軟園區土地租用業別資料,['41483']
中部分署人民進出港口安全檢查報驗申請服務統計,['9960']
中部分署節能減碳統計,['9958']
中部地區水資源管理最新消息,['45505']
中部科學園區入區登記(營運)廠商明細表統計月報,['7945']
中部科學園區公共場地租借月報,['7938']
中部科學園區創新研發獎助輔助資料統計,['7944']
中部科學園區動產擔保交易登記月報,['7941']
中部科學園區參訪統計月報,['7942']
中部科學園區台中園區租金表,['122078']
中部科學園區后里園區租金表,['122080']
中部科學園區園區活動訊息,['5987']
中部科學園區園區電影活動資料統計,['7936']
中部科學園區從業員工居住地統計,['92151']
中部科學園區從業員工年齡統計,['92148']
中部科學園區從業員工職務統計,['92153']
中部科學園區最新公告月資料統計,['7937']
中部科學園區核准投資金額月報,['7939']
中部科學園區管理局人才培訓課程,['40605']
中部科學園區管理局停車場資訊,['41206']
中部科學園區管理局優良廠商創新產品獎得獎資料,['40606']
中部科學園區管理局公共藝術裝置清單,['41205']
中部科學園區管理局公車交通路線圖及時刻表,['41201']
中部科學園區管理局公開採購計畫資料集,['40618']
中部科學園區管理局出版品清單,['40622']
中部科學園區管理局創新創業獲補助清單,['41264']
中部科學園區管理局參訪統計表(年度),['40608']
中部科學園區管理局及所屬單位決算,['20024']
中部科學園區管理局及所屬單位預算會計報告,['18617']
中部科學園區管理局及所屬單位預算預算表(法定),['12230']
中部科學園區管理局及所屬單位預算預算表(預算案),['12136']
中部科學園區管理局各園區聯絡資訊,['40617']
中部科學園區管理局園區事業(年)投資引進家數(不含撤銷),['41198']
中部科學園區管理局園區事業(年)投資引進家數(不含撤銷)(以基地區分),['41199']
中部科學園區管理局園區巡迴巴士,['40610']
中部科學園區管理局土地規劃情形表,['40611']
中部科學園區管理局官等及性別統計表,['41207']
中部科學園區管理局宿舍使用統計資訊,['41217']
中部科學園區管理局宿舍待租賃資訊,['41218']
中部科學園區管理局巡迴巴士公告資訊,['41203']
中部科學園區管理局工商服務業廠商資訊,['41215']
中部科學園區管理局工安環保月-各項球賽得獎名單,['40613']
中部科學園區管理局工安環保月-活動項目清單,['93857']
中部科學園區管理局工程承包商(用電)聯絡資訊,['41209']
中部科學園區管理局從業員工產業別統計,['40615']
中部科學園區管理局性別與外籍員工統計,['40614']
中部科學園區管理局新投資案核准情形,['41195']
中部科學園區管理局會議室租借資訊,['40616']
中部科學園區管理局核准入區廠商一覽,['41197']
中部科學園區管理局標準廠房待租賃資訊,['41212']
中部科學園區管理局標準廠房進駐使用清單,['41211']
中部科學園區管理局模範勞工清單,['41208']
中部科學園區管理局污水廠排放水質,['41343']
中部科學園區管理局污水廠資訊,['41300']
中部科學園區管理局滯洪池清單資訊,['41224']
中部科學園區管理局產業營業額成長情形比較表,['40620']
中部科學園區管理局用水統計,['41214']
中部科學園區管理局用電統計,['41213']
中部科學園區管理局簡訊,['40602']
中部科學園區管理局緊急應變小組任務編組資訊,['41202']
中部科學園區管理局自行車道清單資訊,['41204']
中部科學園區管理局輿情回應統計,['40609']
中部科學園區管理局轄內公共場地借用收費標準表,['41210']
中部科學園區管理局辦理國家賠償事件處理情形統計表,['40623']
中部科學園區管理局開發經費統計,['41200']
中部科學園區管理局高科技設備前瞻技術發展計畫,['41219']
中部科學園區管理局高科技設備前瞻技術補助對象資料,['40607']
中部科學園區職業安全最新公告月資料統計,['7943']
中部科學園區職業安全訓練課程暨會議月資料統計,['7940']
中部聯合服務中心-工作概況,['9503']
中部聯合服務中心-影音專區,['13918']
中部聯合服務中心-最新消息,['25135']
中部聯合服務中心–公告資訊,['94774']
中部辦公室審議案件情形,['21199']
中醫傷科占率,['79573']
中醫總額專業醫療服務品質指標統計報表-季報,"['12674', '12676', '12678', '12680', '12682', '12684', '12686', '12688', '12690', '12692', '12694', '39300', '39301', '54361', '103794']"
中醫總額專業醫療服務品質指標統計報表-年報,"['12675', '12677', '12679', '12681', '12683', '12685', '12687', '12689', '12691', '12693', '39286', '39302', '54354']"
中醫醫療機構負責醫師訓練管理系統,['12591']
中醫門診者處方用藥日數重疊2日以上之比率 (中醫門診總額指標),['25305']
中醫院所假日看診統計資料,['68111']
中長期資金運用作業須知,['43369']
中長期資金運用申請及處理流程圖,['80988']
中長期資金運用與推動情形,['22918']
中長程個案計畫效益評估清單,['70714']
中長程國家發展計畫,['22115']
中高階公務人員培訓課程參加人員性別統計表,['80065']
主力農家經營概況調查,['10919']
主動通知繼承人申辦繼承登記統計數,['112825']
主管法規共用系統領用清單,['13193']
主要國家3階段年齡人口數,['39501']
主要國家工作年齡人口占總人口比率,['39496']
主要國家年齡中位數,['39498']
主要國家扶養比,['39500']
主要國家總生育率,['39494']
主要國家老化指數,['39499']
主要國家老年人口占總人口比率,['39497']
主要國家零歲平均餘命,['39495']
主要支付系統,['10785']
主要水庫優養指數,['89037']
主要礦產品產銷量值表,['6850']
主要財務及營運比率,['10733']
